,0,1
720070,CN7200700000000,"Aguas Buenas Municipio, PR "
720090,CN7200900000000,"Aibonito Municipio, PR "
720110,CN7201100000000,"Anasco Municipio, PR "
720130,CN7201300000000,"Arecibo Municipio, PR "
720150,CN7201500000000,"Arroyo Municipio, PR "
720170,CN7201700000000,"Barceloneta Municipio, PR "
720190,CN7201900000000,"Barranquitas Municipio, PR "
720210,CN7202100000000,"Bayamon Municipio, PR "
720230,CN7202300000000,"Cabo Rojo Municipio, PR "
720250,CN7202500000000,"Caguas Municipio, PR "
720270,CN7202700000000,"Camuy Municipio, PR "
720290,CN7202900000000,"Canovanas Municipio, PR "
720310,CN7203100000000,"Carolina Municipio, PR "
720330,CN7203300000000,"Catano Municipio, PR "
720350,CN7203500000000,"Cayey Municipio, PR "
720370,CN7203700000000,"Ceiba Municipio, PR "
720390,CN7203900000000,"Ciales Municipio, PR "
720410,CN7204100000000,"Cidra Municipio, PR "
720430,CN7204300000000,"Coamo Municipio, PR "
720450,CN7204500000000,"Comerio Municipio, PR "
720470,CN7204700000000,"Corozal Municipio, PR "
720490,CN7204900000000,"Culebra Municipio, PR "
720510,CN7205100000000,"Dorado Municipio, PR "
720530,CN7205300000000,"Fajardo Municipio, PR "
720540,CN7205400000000,"Florida Municipio, PR "
720550,CN7205500000000,"Guanica Municipio, PR "
720570,CN7205700000000,"Guayama Municipio, PR "
720590,CN7205900000000,"Guayanilla Municipio, PR "
720610,CN7206100000000,"Guaynabo Municipio, PR "
720630,CN7206300000000,"Gurabo Municipio, PR "
720650,CN7206500000000,"Hatillo Municipio, PR "
720670,CN7206700000000,"Hormigueros Municipio, PR "
720690,CN7206900000000,"Humacao Municipio, PR "
720710,CN7207100000000,"Isabela Municipio, PR "
720730,CN7207300000000,"Jayuya Municipio, PR "
720750,CN7207500000000,"Juana Diaz Municipio, PR "
720770,CN7207700000000,"Juncos Municipio, PR "
720790,CN7207900000000,"Lajas Municipio, PR "
720810,CN7208100000000,"Lares Municipio, PR "
720830,CN7208300000000,"Las Marias Municipio, PR "
720850,CN7208500000000,"Las Piedras Municipio, PR "
720870,CN7208700000000,"Loiza Municipio, PR "
720890,CN7208900000000,"Luquillo Municipio, PR "
720910,CN7209100000000,"Manati Municipio, PR "
720930,CN7209300000000,"Maricao Municipio, PR "
720950,CN7209500000000,"Maunabo Municipio, PR "
720970,CN7209700000000,"Mayaguez Municipio, PR "
720990,CN7209900000000,"Moca Municipio, PR "
721010,CN7210100000000,"Morovis Municipio, PR "
721030,CN7210300000000,"Naguabo Municipio, PR "
721050,CN7210500000000,"Naranjito Municipio, PR "
721070,CN7210700000000,"Orocovis Municipio, PR "
721090,CN7210900000000,"Patillas Municipio, PR "
721110,CN7211100000000,"Penuelas Municipio, PR "
721130,CN7211300000000,"Ponce Municipio, PR "
721150,CN7211500000000,"Quebradillas Municipio, PR "
721170,CN7211700000000,"Rincon Municipio, PR "
721190,CN7211900000000,"Rio Grande Municipio, PR "
721210,CN7212100000000,"Sabana Grande Municipio, PR "
721230,CN7212300000000,"Salinas Municipio, PR "
721250,CN7212500000000,"San German Municipio, PR "
721270,CN7212700000000,"San Juan Municipio, PR "
721290,CN7212900000000,"San Lorenzo Municipio, PR "
721310,CN7213100000000,"San Sebastian Municipio, PR "
721330,CN7213300000000,"Santa Isabel Municipio, PR "
721350,CN7213500000000,"Toa Alta Municipio, PR "
721370,CN7213700000000,"Toa Baja Municipio, PR "
721390,CN7213900000000,"Trujillo Alto Municipio, PR "
721410,CN7214100000000,"Utuado Municipio, PR "
721430,CN7214300000000,"Vega Alta Municipio, PR "
721450,CN7214500000000,"Vega Baja Municipio, PR "
721470,CN7214700000000,"Vieques Municipio, PR "
721490,CN7214900000000,"Villalba Municipio, PR "
721510,CN7215100000000,"Yabucoa Municipio, PR "
721530,CN7215300000000,"Yauco Municipio, PR "
